order_details_id,order_id,pizza_id,quantity
4522,2004,ital_cpcllo_l,1
4523,2004,peppr_salami_s,1
4524,2004,prsc_argla_l,1
4525,2005,cali_ckn_m,1
4526,2005,ckn_alfredo_m,1
4527,2005,peppr_salami_s,1
4528,2005,spinach_supr_l,1
4529,2006,ckn_alfredo_l,1
4530,2006,green_garden_s,1
4531,2006,hawaiian_m,1
4532,2006,thai_ckn_s,1
4533,2007,bbq_ckn_s,1
4534,2007,spinach_fet_l,1
4535,2008,napolitana_l,1
4536,2009,the_greek_s,1
4537,2010,big_meat_s,1
4538,2010,pepperoni_s,1
4539,2010,sicilian_m,1
4540,2010,spinach_fet_s,1
4541,2011,ckn_alfredo_m,1
4542,2011,peppr_salami_l,1
4543,2011,spicy_ital_m,1
4544,2011,veggie_veg_l,1
4545,2012,spicy_ital_s,1
4546,2012,the_greek_xl,1
4547,2013,big_meat_s,2
4548,2013,brie_carre_s,1
4549,2013,classic_dlx_s,1
4550,2014,spicy_ital_l,1
4551,2015,hawaiian_m,1
4552,2016,bbq_ckn_m,1
4553,2016,green_garden_m,1
4554,2016,ital_veggie_s,1
4555,2017,bbq_ckn_s,1
4556,2017,ital_cpcllo_l,1
4557,2018,pepperoni_s,1
4558,2018,peppr_salami_l,1
4559,2018,sicilian_l,1
4560,2018,the_greek_xl,1
4561,2019,southw_ckn_l,1
4562,2020,big_meat_s,1
4563,2021,cali_ckn_l,1
4564,2021,ital_cpcllo_m,1
4565,2021,pepperoni_l,1
4566,2021,peppr_salami_m,1
4567,2022,ckn_pesto_l,1
4568,2022,the_greek_s,1
4569,2023,four_cheese_l,1
4570,2024,soppressata_s,1
4571,2024,southw_ckn_m,1
4572,2024,spinach_fet_l,1
4573,2025,cali_ckn_s,1
4574,2025,veggie_veg_l,1
4575,2026,mexicana_l,1
4576,2027,southw_ckn_s,1
4577,2027,spinach_fet_m,1
4578,2028,four_cheese_l,1
4579,2029,spinach_supr_s,1
4580,2029,thai_ckn_l,1
4581,2030,five_cheese_l,1
4582,2030,southw_ckn_s,1
4583,2031,cali_ckn_m,1
4584,2031,pepperoni_m,1
4585,2031,southw_ckn_s,1
4586,2032,the_greek_m,1
4587,2033,bbq_ckn_s,1
4588,2033,spicy_ital_l,1
4589,2033,spin_pesto_s,1
4590,2033,veggie_veg_m,1
4591,2034,big_meat_s,1
4592,2034,pepperoni_m,1
4593,2035,classic_dlx_s,1
4594,2036,bbq_ckn_s,1
4595,2036,five_cheese_l,1
4596,2036,ital_cpcllo_l,1
4597,2037,mediterraneo_s,1
4598,2038,sicilian_m,1
4599,2039,pep_msh_pep_s,1
4600,2040,four_cheese_m,1
4601,2041,classic_dlx_m,1
4602,2042,bbq_ckn_l,1
4603,2042,ital_supr_l,1
4604,2042,veggie_veg_l,1
4605,2043,the_greek_s,1
4606,2044,prsc_argla_m,1
4607,2044,spinach_supr_s,1
4608,2045,peppr_salami_m,1
4609,2046,ital_veggie_m,1
4610,2046,napolitana_s,1
4611,2047,pepperoni_m,1
4612,2047,prsc_argla_m,1
4613,2047,spinach_fet_l,1
4614,2048,spicy_ital_l,1
4615,2049,bbq_ckn_m,1
4616,2049,cali_ckn_m,1
4617,2049,veggie_veg_l,1
4618,2050,ital_veggie_m,1
4619,2050,pep_msh_pep_m,1
4620,2050,soppressata_m,1
4621,2050,spinach_supr_s,1
4622,2051,calabrese_m,1
4623,2051,cali_ckn_m,1
4624,2051,mexicana_l,1
4625,2051,spinach_supr_l,1
4626,2052,brie_carre_s,1
4627,2052,five_cheese_l,1
4628,2052,four_cheese_l,1
4629,2052,sicilian_s,1
4630,2053,four_cheese_l,2
4631,2053,pepperoni_l,1
4632,2054,four_cheese_l,2
4633,2054,ital_veggie_m,1
4634,2055,ckn_pesto_l,1
4635,2055,ital_cpcllo_m,1
4636,2056,pep_msh_pep_m,1
4637,2056,soppressata_l,1
4638,2056,veggie_veg_m,1
4639,2057,four_cheese_l,1
4640,2057,the_greek_xl,1
4641,2058,pepperoni_l,1
4642,2058,spicy_ital_m,1
4643,2059,ital_supr_m,1
4644,2059,southw_ckn_s,1
4645,2059,spicy_ital_s,1
4646,2060,ital_cpcllo_s,1
4647,2060,spicy_ital_l,1
4648,2061,ckn_pesto_s,1
4649,2061,spinach_supr_s,1
4650,2062,ital_cpcllo_m,1
4651,2063,big_meat_s,1
4652,2064,bbq_ckn_s,1
4653,2064,ckn_alfredo_m,1
4654,2064,mediterraneo_s,1
4655,2064,mexicana_l,1
4656,2065,ital_supr_s,1
4657,2065,sicilian_s,1
4658,2065,veggie_veg_l,1
4659,2066,hawaiian_l,1
4660,2066,hawaiian_s,1
4661,2067,spicy_ital_l,1
4662,2068,big_meat_s,1
4663,2068,brie_carre_s,1
4664,2069,pepperoni_m,1
5519,2440,pepperoni_s,1
5520,2441,spicy_ital_l,1
5521,2442,bbq_ckn_l,2
5522,2442,brie_carre_s,1
5523,2442,pep_msh_pep_s,1
5524,2443,cali_ckn_s,1
5525,2444,four_cheese_m,1
5526,2444,pepperoni_s,1
5527,2445,big_meat_s,1
5528,2445,five_cheese_l,1
5529,2445,mexicana_l,1
5530,2446,ckn_pesto_l,1
5531,2447,four_cheese_l,1
5532,2447,spin_pesto_l,1
5533,2447,spinach_supr_s,1
5534,2447,thai_ckn_s,1
5535,2448,pep_msh_pep_m,1
5536,2449,veggie_veg_s,1
5537,2450,ital_cpcllo_m,1
5538,2450,spicy_ital_s,1
5539,2451,pepperoni_m,1
5540,2451,southw_ckn_l,1
5541,2452,classic_dlx_s,1
5542,2452,mediterraneo_s,1
5543,2452,veggie_veg_l,1
5544,2453,green_garden_m,1
5545,2454,ital_supr_l,1
5546,2454,thai_ckn_s,1
5547,2455,mexicana_l,1
5548,2455,peppr_salami_m,1
5549,2455,spinach_fet_m,1
5550,2455,the_greek_s,1
5551,2456,green_garden_s,1
5552,2456,ital_cpcllo_l,1
5553,2456,pep_msh_pep_l,1
5554,2456,pepperoni_m,1
5555,2457,napolitana_l,1
5556,2458,four_cheese_l,1
5557,2458,pepperoni_l,1
5558,2458,southw_ckn_l,1
5559,2458,veggie_veg_s,1
5560,2459,ckn_pesto_s,1
5561,2459,soppressata_s,1
5562,2460,napolitana_s,1
5563,2461,classic_dlx_s,1
5564,2462,bbq_ckn_l,1
5565,2462,bbq_ckn_m,1
5566,2463,ital_cpcllo_m,1
5567,2463,sicilian_l,1
5568,2464,ital_veggie_m,1
5569,2465,brie_carre_s,1
5570,2465,sicilian_m,1
5571,2466,ital_supr_s,1
5572,2467,veggie_veg_m,1
5573,2468,spin_pesto_s,1
5574,2469,ital_cpcllo_l,1
5575,2470,four_cheese_l,1
5576,2470,pepperoni_m,1
5577,2471,big_meat_s,1
5578,2471,cali_ckn_m,1
5579,2471,cali_ckn_s,1
5580,2471,classic_dlx_s,1
5581,2471,four_cheese_l,1
5582,2471,four_cheese_m,1
5583,2471,hawaiian_s,2
5584,2471,southw_ckn_m,1
5585,2472,classic_dlx_l,1
5586,2473,spinach_supr_l,1
5587,2474,ckn_alfredo_m,1
5588,2475,peppr_salami_s,1
5589,2476,four_cheese_l,1
5590,2476,hawaiian_s,1
5591,2477,ckn_alfredo_s,1
5592,2477,thai_ckn_s,1
5593,2478,pepperoni_l,1
5594,2478,southw_ckn_l,1
5595,2479,bbq_ckn_m,2
5596,2479,classic_dlx_l,1
5597,2479,classic_dlx_s,1
5598,2479,the_greek_m,1
5599,2479,veggie_veg_l,1
5600,2480,pepperoni_s,1
5601,2481,classic_dlx_l,1
5602,2481,spinach_supr_l,1
5603,2482,prsc_argla_s,1
5604,2483,pepperoni_s,1
5605,2484,mexicana_l,1
5606,2485,five_cheese_l,1
5607,2485,ital_supr_m,1
5608,2485,mexicana_l,1
5609,2485,pepperoni_m,1
5610,2486,cali_ckn_m,1
5611,2486,ckn_alfredo_l,1
5612,2486,spicy_ital_l,1
5613,2486,spinach_fet_m,1
5614,2487,the_greek_xl,1
5615,2488,bbq_ckn_m,1
5616,2488,ital_supr_m,1
5617,2488,peppr_salami_l,1
5618,2488,thai_ckn_l,1
5619,2489,classic_dlx_m,1
5620,2490,ckn_pesto_m,1
5621,2491,five_cheese_l,1
5622,2491,hawaiian_l,1
5623,2491,pep_msh_pep_m,1
5624,2491,soppressata_s,1
5625,2491,southw_ckn_l,1
5626,2491,thai_ckn_l,1
5627,2492,bbq_ckn_s,1
5628,2493,big_meat_s,1
5629,2493,ckn_pesto_l,1
5630,2494,cali_ckn_l,1
5631,2495,hawaiian_m,1
5632,2496,four_cheese_l,1
5633,2496,four_cheese_m,1
5634,2496,ital_veggie_m,1
5635,2497,calabrese_m,1
5636,2497,four_cheese_l,1
5637,2497,mexicana_m,1
5638,2497,pepperoni_l,1
5639,2498,classic_dlx_s,1
5640,2499,spicy_ital_l,1
5641,2500,five_cheese_l,1
5642,2501,southw_ckn_l,1
5643,2502,classic_dlx_m,1
5644,2502,five_cheese_l,1
5645,2502,ital_veggie_l,1
5646,2503,sicilian_s,1
5647,2503,veggie_veg_m,1
5648,2504,pepperoni_s,1
5649,2504,prsc_argla_s,1
5650,2505,ital_supr_m,1
5651,2505,mediterraneo_m,1
5652,2506,ckn_pesto_s,1
5653,2506,classic_dlx_s,1
5654,2506,four_cheese_m,1
5655,2506,pepperoni_s,1
5656,2507,ckn_pesto_l,1
5657,2507,green_garden_s,1
5658,2507,hawaiian_l,1
5659,2507,sicilian_s,1
5660,2508,green_garden_s,1
5661,2508,hawaiian_s,1
5662,2509,ital_supr_m,1
5663,2510,calabrese_l,1
5664,2511,hawaiian_l,1
5665,2511,mexicana_l,1
5666,2511,pepperoni_m,1
5667,2512,big_meat_s,1
5668,2512,hawaiian_s,1
5669,2512,mexicana_l,1
5670,2512,sicilian_s,1
5671,2513,sicilian_m,1
5672,2514,hawaiian_s,1
5673,2514,southw_ckn_l,1
5674,2515,ckn_alfredo_m,1
5675,2515,pep_msh_pep_l,1
5676,2515,sicilian_l,1
5677,2515,veggie_veg_l,1
5678,2516,cali_ckn_s,1
5679,2516,green_garden_m,1
5680,2517,spin_pesto_m,1
5681,2518,calabrese_m,1
5682,2518,peppr_salami_s,1
5683,2518,spinach_fet_m,1
5684,2518,spinach_supr_s,1
5685,2519,pepperoni_l,1
5686,2519,spicy_ital_m,1
5687,2520,ital_veggie_s,1
5688,2521,pepperoni_s,1
7740,3407,prsc_argla_l,1
7741,3408,cali_ckn_l,1
7742,3409,ckn_alfredo_l,1
7743,3409,ital_supr_m,1
7744,3410,pep_msh_pep_m,1
7745,3410,the_greek_l,1
7746,3411,spin_pesto_m,1
7747,3412,bbq_ckn_l,1
7748,3412,five_cheese_l,1
7749,3412,hawaiian_m,1
7750,3412,pepperoni_m,1
7751,3412,peppr_salami_l,1
7752,3413,ckn_pesto_l,1
7753,3413,classic_dlx_s,1
7754,3413,four_cheese_m,1
7755,3413,peppr_salami_s,1
7756,3414,pep_msh_pep_s,1
7757,3415,ital_supr_m,1
7758,3415,mediterraneo_m,1
7759,3415,napolitana_s,1
7760,3415,spin_pesto_l,1
7761,3416,ital_veggie_m,1
7762,3417,cali_ckn_m,1
7763,3417,four_cheese_m,1
7764,3417,ital_veggie_l,1
7765,3417,sicilian_s,1
7766,3417,southw_ckn_l,1
7767,3418,four_cheese_l,1
7768,3418,hawaiian_s,1
7769,3418,prsc_argla_s,1
7770,3419,cali_ckn_l,1
7771,3419,ckn_alfredo_m,1
7772,3419,pepperoni_l,1
7773,3419,sicilian_s,1
7774,3420,four_cheese_l,1
7775,3421,sicilian_m,1
7776,3421,southw_ckn_m,1
7777,3422,pepperoni_s,1
7778,3423,big_meat_s,1
7779,3423,ital_cpcllo_s,1
7780,3423,ital_veggie_s,1
7781,3423,pep_msh_pep_l,1
7782,3423,sicilian_m,1
7783,3423,soppressata_s,1
7784,3423,spin_pesto_l,1
7785,3423,spinach_supr_m,1
7786,3424,hawaiian_l,1
7787,3424,ital_supr_m,1
7788,3424,thai_ckn_l,1
7789,3424,veggie_veg_m,1
7790,3425,ital_cpcllo_l,1
7791,3426,mediterraneo_s,1
7792,3426,spicy_ital_l,1
7793,3427,cali_ckn_s,1
7794,3427,pepperoni_m,1
7795,3428,five_cheese_l,1
7796,3428,thai_ckn_l,1
7797,3429,spin_pesto_s,1
7798,3429,spinach_supr_m,1
7799,3430,mediterraneo_l,1
7800,3430,pepperoni_s,1
7801,3430,veggie_veg_s,1
7802,3431,cali_ckn_s,1
7803,3431,pep_msh_pep_l,1
7804,3431,pepperoni_s,1
7805,3432,green_garden_s,1
7806,3432,pepperoni_l,1
7807,3432,spicy_ital_l,1
7808,3433,four_cheese_l,1
7809,3433,veggie_veg_m,1
7810,3434,classic_dlx_s,1
7811,3434,pepperoni_s,1
7812,3435,spicy_ital_m,1
7813,3436,napolitana_m,1
7814,3436,southw_ckn_l,1
7815,3436,spinach_fet_m,1
7816,3436,spinach_fet_s,1
7817,3437,pep_msh_pep_l,1
7818,3437,southw_ckn_l,1
7819,3438,mediterraneo_s,1
7820,3439,ital_veggie_l,1
7821,3440,ckn_alfredo_m,1
7822,3440,ital_supr_l,1
7823,3440,prsc_argla_s,1
7824,3440,sicilian_l,1
7825,3441,classic_dlx_s,1
7826,3442,peppr_salami_l,1
7827,3442,southw_ckn_l,1
7828,3443,big_meat_s,1
7829,3443,pepperoni_m,1
7830,3443,sicilian_s,1
7831,3444,bbq_ckn_l,1
7832,3444,cali_ckn_l,2
7833,3444,soppressata_s,1
7834,3445,big_meat_s,1
7835,3445,mediterraneo_m,1
7836,3445,the_greek_l,1
7837,3446,spinach_supr_l,1
7838,3446,veggie_veg_m,1
7839,3447,hawaiian_s,1
7840,3447,pepperoni_s,1
7841,3447,spicy_ital_l,1
7842,3447,thai_ckn_s,1
7843,3448,big_meat_s,1
7844,3448,mediterraneo_s,1
7845,3448,prsc_argla_l,1
7846,3448,thai_ckn_m,1
7847,3449,napolitana_l,1
7848,3449,pepperoni_m,2
7849,3449,peppr_salami_l,1
7850,3450,bbq_ckn_m,1
7851,3450,cali_ckn_l,1
7852,3450,sicilian_s,1
7853,3451,classic_dlx_l,1
7854,3451,pepperoni_l,1
7855,3452,classic_dlx_m,1
7856,3452,ital_cpcllo_l,1
7857,3452,thai_ckn_l,1
7858,3453,thai_ckn_l,1
7859,3454,big_meat_s,1
7860,3454,calabrese_l,1
7861,3454,four_cheese_l,1
7862,3454,spicy_ital_l,1
7863,3455,bbq_ckn_m,1
7864,3455,green_garden_s,1
7865,3455,pepperoni_m,1
7866,3456,bbq_ckn_m,1
7867,3456,southw_ckn_l,1
7868,3457,green_garden_l,1
7869,3457,peppr_salami_m,1
7870,3458,green_garden_l,1
7871,3458,peppr_salami_l,1
7872,3459,cali_ckn_l,1
7873,3459,ital_cpcllo_l,1
7874,3460,bbq_ckn_l,1
7875,3460,cali_ckn_l,1
7876,3460,pep_msh_pep_s,1
7877,3461,ital_cpcllo_l,1
7878,3461,napolitana_l,1
7879,3462,calabrese_l,1
7880,3462,the_greek_l,1
7881,3463,green_garden_s,1
7882,3463,spicy_ital_l,1
7883,3464,cali_ckn_m,1
7884,3464,four_cheese_l,1
7885,3464,spinach_supr_m,1
7886,3465,hawaiian_s,1
7887,3466,peppr_salami_l,1
7888,3467,mediterraneo_s,1
7889,3467,spinach_supr_s,1
7890,3467,veggie_veg_m,1
7891,3468,thai_ckn_l,1
7892,3469,prsc_argla_m,1
7893,3470,four_cheese_m,1
7894,3470,spin_pesto_l,1
7895,3471,spicy_ital_m,1
7896,3472,spinach_supr_m,1
7897,3473,bbq_ckn_l,1
7898,3473,calabrese_m,1
7899,3473,cali_ckn_l,1
7900,3473,ckn_pesto_s,1
7901,3473,four_cheese_m,1
7902,3473,green_garden_s,1
7903,3473,hawaiian_l,1
7904,3473,ital_supr_m,1
7905,3473,pep_msh_pep_l,1
7906,3473,peppr_salami_s,1
7907,3473,southw_ckn_l,1
7908,3473,spicy_ital_l,1
9786,4287,big_meat_s,1
9787,4287,hawaiian_m,1
9788,4288,big_meat_s,1
9789,4288,ital_veggie_l,1
9790,4288,spin_pesto_s,1
9791,4289,five_cheese_l,1
9792,4289,ital_supr_m,1
