order_details_id,order_id,pizza_id,quantity,date,time,pizza_type_id,size,price
4276,1896.0,cali_ckn_l,1,2015-02-01,17:28:49,cali_ckn,L,"20,75"
4879,2159.0,cali_ckn_l,1,2015-02-05,19:55:12,cali_ckn,L,"20,75"
4890,2165.0,cali_ckn_l,1,2015-02-05,20:29:51,cali_ckn,L,"20,75"
4919,2182.0,cali_ckn_l,1,2015-02-06,12:22:30,cali_ckn,L,"20,75"
6898,3043.0,cali_ckn_l,1,2015-02-20,16:46:25,cali_ckn,L,"20,75"
6912,3050.0,cali_ckn_l,2,2015-02-20,17:54:22,cali_ckn,L,"20,75"
6943,3065.0,cali_ckn_l,1,2015-02-20,20:12:13,cali_ckn,L,"20,75"
6966,3074.0,cali_ckn_l,1,2015-02-20,21:39:19,cali_ckn,L,"20,75"
7050,3109.0,cali_ckn_l,1,2015-02-21,17:30:27,cali_ckn,L,"20,75"
9016,3949.0,cali_ckn_l,1,2015-03-08,13:33:30,cali_ckn,L,"20,75"
2010,896.0,cali_ckn_l,1,2015-01-15,18:27:28,cali_ckn,L,"20,75"
2086,928.0,cali_ckn_l,1,2015-01-16,14:14:40,cali_ckn,L,"20,75"
3999,1786.0,cali_ckn_l,1,2015-01-30,21:20:25,cali_ckn,L,"20,75"
4020,1794.0,cali_ckn_l,1,2015-01-31,11:56:54,cali_ckn,L,"20,75"
4043,1801.0,cali_ckn_l,1,2015-01-31,14:37:52,cali_ckn,L,"20,75"
4117,1829.0,cali_ckn_l,1,2015-01-31,19:15:50,cali_ckn,L,"20,75"
4124,1833.0,cali_ckn_l,1,2015-01-31,20:11:10,cali_ckn,L,"20,75"
6722,2963.0,cali_ckn_l,1,2015-02-19,13:22:56,cali_ckn,L,"20,75"
6726,2964.0,cali_ckn_l,1,2015-02-19,13:27:47,cali_ckn,L,"20,75"
6776,2992.0,cali_ckn_l,1,2015-02-19,18:38:54,cali_ckn,L,"20,75"
6792,3000.0,cali_ckn_l,1,2015-02-19,19:57:23,cali_ckn,L,"20,75"
6811,3008.0,cali_ckn_l,1,2015-02-20,12:09:54,cali_ckn,L,"20,75"
6816,3010.0,cali_ckn_l,1,2015-02-20,12:26:16,cali_ckn,L,"20,75"
6863,3030.0,cali_ckn_l,1,2015-02-20,13:59:16,cali_ckn,L,"20,75"
8826,3870.0,cali_ckn_l,1,2015-03-06,20:34:43,cali_ckn,L,"20,75"
8861,3886.0,cali_ckn_l,2,2015-03-07,12:23:20,cali_ckn,L,"20,75"
8881,3892.0,cali_ckn_l,1,2015-03-07,15:00:38,cali_ckn,L,"20,75"
8895,3899.0,cali_ckn_l,1,2015-03-07,16:21:06,cali_ckn,L,"20,75"
10815,4733.0,cali_ckn_l,1,2015-03-21,13:08:31,cali_ckn,L,"20,75"
10827,4740.0,cali_ckn_l,1,2015-03-21,14:06:07,cali_ckn,L,"20,75"
10842,4746.0,cali_ckn_l,1,2015-03-21,14:31:37,cali_ckn,L,"20,75"
10870,4760.0,cali_ckn_l,1,2015-03-21,17:26:32,cali_ckn,L,"20,75"
10946,4794.0,cali_ckn_l,1,2015-03-22,15:54:26,cali_ckn,L,"20,75"
10957,4799.0,cali_ckn_l,1,2015-03-22,16:32:35,cali_ckn,L,"20,75"
356,146.0,four_cheese_m,1,2015-01-03,14:22:10,four_cheese,M,"14,75"
448,190.0,four_cheese_m,1,2015-01-03,20:14:23,four_cheese,M,"14,75"
2528,1120.0,four_cheese_m,1,2015-01-19,17:46:46,four_cheese,M,"14,75"
4600,2040.0,four_cheese_m,1,2015-02-03,17:36:45,four_cheese,M,"14,75"
5525,2444.0,four_cheese_m,1,2015-02-10,17:02:57,four_cheese,M,"14,75"
5582,2471.0,four_cheese_m,1,2015-02-11,11:48:07,four_cheese,M,"14,75"
5633,2496.0,four_cheese_m,1,2015-02-11,15:02:30,four_cheese,M,"14,75"
5654,2506.0,four_cheese_m,1,2015-02-11,17:44:46,four_cheese,M,"14,75"
7754,3413.0,four_cheese_m,1,2015-02-27,12:54:17,four_cheese,M,"14,75"
7763,3417.0,four_cheese_m,1,2015-02-27,13:05:16,four_cheese,M,"14,75"
7893,3470.0,four_cheese_m,1,2015-02-27,21:53:24,four_cheese,M,"14,75"
7901,3473.0,four_cheese_m,1,2015-02-28,11:49:43,four_cheese,M,"14,75"
9821,4301.0,four_cheese_m,1,2015-03-14,12:43:04,four_cheese,M,"14,75"
9939,4355.0,four_cheese_m,1,2015-03-15,11:40:06,four_cheese,M,"14,75"
787,343.0,four_cheese_m,1,2015-01-06,15:45:37,four_cheese,M,"14,75"
834,365.0,four_cheese_m,1,2015-01-06,19:37:26,four_cheese,M,"14,75"
2844,1257.0,four_cheese_m,1,2015-01-22,12:07:53,four_cheese,M,"14,75"
2941,1296.0,four_cheese_m,1,2015-01-22,17:46:53,four_cheese,M,"14,75"
10075,4412.0,four_cheese_m,1,2015-03-16,12:18:01,four_cheese,M,"14,75"
10087,4418.0,four_cheese_m,1,2015-03-16,12:48:27,four_cheese,M,"14,75"
10093,4422.0,four_cheese_m,1,2015-03-16,13:14:57,four_cheese,M,"14,75"
284,119.0,four_cheese_m,1,2015-01-02,19:32:29,four_cheese,M,"14,75"
2343,1043.0,four_cheese_m,1,2015-01-18,14:07:36,four_cheese,M,"14,75"
2412,1072.0,four_cheese_m,1,2015-01-18,18:32:32,four_cheese,M,"14,75"
4288,1903.0,four_cheese_m,1,2015-02-01,18:06:22,four_cheese,M,"14,75"
4917,2181.0,four_cheese_m,1,2015-02-06,12:06:15,four_cheese,M,"14,75"
4962,2193.0,four_cheese_m,1,2015-02-06,13:21:21,four_cheese,M,"14,75"
6929,3058.0,four_cheese_m,1,2015-02-20,19:19:17,four_cheese,M,"14,75"
6992,3083.0,four_cheese_m,1,2015-02-21,12:43:43,four_cheese,M,"14,75"
7018,3095.0,four_cheese_m,1,2015-02-21,15:11:34,four_cheese,M,"14,75"
11151,4892.0,four_cheese_m,1,2015-03-24,12:49:05,four_cheese,M,"14,75"
11218,4925.0,four_cheese_m,1,2015-03-24,18:57:07,four_cheese,M,"14,75"
11242,4935.0,four_cheese_m,1,2015-03-24,20:56:05,four_cheese,M,"14,75"
11271,4949.0,four_cheese_m,1,2015-03-25,12:20:42,four_cheese,M,"14,75"
11274,4950.0,four_cheese_m,1,2015-03-25,12:22:09,four_cheese,M,"14,75"
11277,4951.0,four_cheese_m,1,2015-03-25,12:41:13,four_cheese,M,"14,75"
1962,870.0,four_cheese_m,1,2015-01-15,14:38:31,four_cheese,M,"14,75"
2001,890.0,four_cheese_m,1,2015-01-15,17:32:25,four_cheese,M,"14,75"
2080,927.0,four_cheese_m,1,2015-01-16,13:59:21,four_cheese,M,"14,75"
3992,1783.0,four_cheese_m,1,2015-01-30,21:05:39,four_cheese,M,"14,75"
3994,1784.0,four_cheese_m,1,2015-01-30,21:06:05,four_cheese,M,"14,75"
4006,1789.0,four_cheese_m,1,2015-01-30,21:49:27,four_cheese,M,"14,75"
4011,1791.0,four_cheese_m,1,2015-01-30,22:46:02,four_cheese,M,"14,75"
4017,1793.0,four_cheese_m,1,2015-01-31,11:44:04,four_cheese,M,"14,75"
4056,1804.0,four_cheese_m,1,2015-01-31,15:44:13,four_cheese,M,"14,75"
6834,3018.0,four_cheese_m,1,2015-02-20,13:12:40,four_cheese,M,"14,75"
358,147.0,the_greek_xl,1,2015-01-03,14:32:51,the_greek,XL,"25,5"
387,161.0,the_greek_xl,1,2015-01-03,16:43:46,the_greek,XL,"25,5"
470,200.0,the_greek_xl,1,2015-01-03,22:24:05,the_greek,XL,"25,5"
474,201.0,the_greek_xl,1,2015-01-03,22:29:59,the_greek,XL,"25,5"
2446,1088.0,the_greek_xl,1,2015-01-19,12:00:52,the_greek,XL,"25,5"
2513,1112.0,the_greek_xl,1,2015-01-19,16:46:00,the_greek,XL,"25,5"
2531,1121.0,the_greek_xl,1,2015-01-19,18:15:08,the_greek,XL,"25,5"
2579,1140.0,the_greek_xl,1,2015-01-20,11:31:16,the_greek,XL,"25,5"
4546,2012.0,the_greek_xl,1,2015-02-03,13:19:00,the_greek,XL,"25,5"
4560,2018.0,the_greek_xl,1,2015-02-03,14:06:04,the_greek,XL,"25,5"
4640,2057.0,the_greek_xl,1,2015-02-03,21:11:26,the_greek,XL,"25,5"
5614,2487.0,the_greek_xl,1,2015-02-11,13:34:18,the_greek,XL,"25,5"
9802,4292.0,the_greek_xl,1,2015-03-13,21:02:53,the_greek,XL,"25,5"
9891,4330.0,the_greek_xl,1,2015-03-14,17:50:48,the_greek,XL,"25,5"
9938,4354.0,the_greek_xl,1,2015-03-14,22:23:19,the_greek,XL,"25,5"
779,338.0,the_greek_xl,1,2015-01-06,15:18:26,the_greek,XL,"25,5"
833,364.0,the_greek_xl,1,2015-01-06,19:27:24,the_greek,XL,"25,5"
854,376.0,the_greek_xl,1,2015-01-07,12:01:17,the_greek,XL,"25,5"
2813,1242.0,the_greek_xl,1,2015-01-21,18:50:51,the_greek,XL,"25,5"
2853,1261.0,the_greek_xl,1,2015-01-22,12:32:00,the_greek,XL,"25,5"
2948,1298.0,the_greek_xl,1,2015-01-22,17:54:25,the_greek,XL,"25,5"
2957,1301.0,the_greek_xl,1,2015-01-22,18:42:08,the_greek,XL,"25,5"
5927,2626.0,the_greek_xl,1,2015-02-13,16:49:57,the_greek,XL,"25,5"
5933,2628.0,the_greek_xl,1,2015-02-13,16:57:02,the_greek,XL,"25,5"
7924,3480.0,the_greek_xl,1,2015-02-28,12:44:01,the_greek,XL,"25,5"
7932,3483.0,the_greek_xl,1,2015-02-28,13:09:50,the_greek,XL,"25,5"
7994,3509.0,the_greek_xl,1,2015-02-28,19:05:49,the_greek,XL,"25,5"
8039,3527.0,the_greek_xl,1,2015-02-28,21:30:14,the_greek,XL,"25,5"
10073,4410.0,the_greek_xl,1,2015-03-16,12:15:47,the_greek,XL,"25,5"
298,125.0,the_greek_xl,1,2015-01-02,20:31:06,the_greek,XL,"25,5"
2351,1044.0,the_greek_xl,1,2015-01-18,14:20:16,the_greek,XL,"25,5"
4271,1894.0,the_greek_xl,1,2015-02-01,17:13:57,the_greek,XL,"25,5"
4321,1922.0,the_greek_xl,1,2015-02-01,20:09:20,the_greek,XL,"25,5"
11200,4914.0,the_greek_xl,1,2015-03-24,17:07:49,the_greek,XL,"25,5"
11227,4928.0,the_greek_xl,1,2015-03-24,19:44:15,the_greek,XL,"25,5"
11297,4962.0,the_greek_xl,1,2015-03-25,14:34:44,the_greek,XL,"25,5"
1992,885.0,the_greek_xl,1,2015-01-15,16:57:55,the_greek,XL,"25,5"
2017,899.0,the_greek_xl,1,2015-01-15,19:06:14,the_greek,XL,"25,5"
2057,916.0,the_greek_xl,1,2015-01-16,12:30:09,the_greek,XL,"25,5"
4016,1792.0,the_greek_xl,1,2015-01-31,11:31:03,the_greek,XL,"25,5"
4047,1801.0,the_greek_xl,1,2015-01-31,14:37:52,the_greek,XL,"25,5"
6853,3026.0,the_greek_xl,1,2015-02-20,13:38:14,the_greek,XL,"25,5"
8841,3875.0,the_greek_xl,1,2015-03-06,21:28:27,the_greek,XL,"25,5"
8915,3906.0,the_greek_xl,1,2015-03-07,17:42:03,the_greek,XL,"25,5"
10845,4746.0,the_greek_xl,1,2015-03-21,14:31:37,the_greek,XL,"25,5"
10869,4759.0,the_greek_xl,1,2015-03-21,17:08:35,the_greek,XL,"25,5"
359,148.0,mediterraneo_s,1,2015-01-03,14:40:42,mediterraneo,S,12
2474,1096.0,mediterraneo_s,1,2015-01-19,12:56:45,mediterraneo,S,12
2486,1099.0,mediterraneo_s,1,2015-01-19,13:33:24,mediterraneo,S,12
4597,2037.0,mediterraneo_s,1,2015-02-03,17:30:57,mediterraneo,S,12
4654,2064.0,mediterraneo_s,1,2015-02-04,12:26:39,mediterraneo,S,12
5542,2452.0,mediterraneo_s,1,2015-02-10,18:09:01,mediterraneo,S,12
7791,3426.0,mediterraneo_s,1,2015-02-27,15:27:21,mediterraneo,S,12
7819,3438.0,mediterraneo_s,1,2015-02-27,17:18:29,mediterraneo,S,12
7844,3448.0,mediterraneo_s,1,2015-02-27,18:30:33,mediterraneo,S,12
7888,3467.0,mediterraneo_s,1,2015-02-27,21:22:02,mediterraneo,S,12
2801,1238.0,mediterraneo_s,1,2015-01-21,18:18:51,mediterraneo,S,12
2943,1297.0,mediterraneo_s,1,2015-01-22,17:51:53,mediterraneo,S,12
7964,3499.0,mediterraneo_s,1,2015-02-28,17:28:45,mediterraneo,S,12
7997,3510.0,mediterraneo_s,1,2015-02-28,19:21:12,mediterraneo,S,12
8000,3511.0,mediterraneo_s,1,2015-02-28,19:23:54,mediterraneo,S,12
9971,4364.0,mediterraneo_s,1,2015-03-15,13:43:32,mediterraneo,S,12
2293,1021.0,mediterraneo_s,1,2015-01-17,21:11:31,mediterraneo,S,12
2327,1035.0,mediterraneo_s,1,2015-01-18,12:13:15,mediterraneo,S,12
6974,3078.0,mediterraneo_s,1,2015-02-21,11:43:29,mediterraneo,S,12
9070,3976.0,mediterraneo_s,1,2015-03-08,17:51:53,mediterraneo,S,12
8800,3860.0,mediterraneo_s,1,2015-03-06,18:59:18,mediterraneo,S,12
360,149.0,spinach_fet_m,1,2015-01-03,14:48:45,spinach_fet,M,16
512,219.0,spinach_fet_m,1,2015-01-04,14:42:01,spinach_fet,M,16
2508,1110.0,spinach_fet_m,1,2015-01-19,16:33:35,spinach_fet,M,16
2512,1112.0,spinach_fet_m,1,2015-01-19,16:46:00,spinach_fet,M,16
2525,1118.0,spinach_fet_m,1,2015-01-19,17:19:49,spinach_fet,M,16
2580,1141.0,spinach_fet_m,1,2015-01-20,11:35:08,spinach_fet,M,16
4577,2027.0,spinach_fet_m,1,2015-02-03,16:20:30,spinach_fet,M,16
5549,2455.0,spinach_fet_m,1,2015-02-10,19:07:28,spinach_fet,M,16
5613,2486.0,spinach_fet_m,1,2015-02-11,13:30:45,spinach_fet,M,16
5683,2518.0,spinach_fet_m,1,2015-02-11,19:02:19,spinach_fet,M,16
7815,3436.0,spinach_fet_m,1,2015-02-27,17:09:56,spinach_fet,M,16
9809,4295.0,spinach_fet_m,1,2015-03-13,21:31:23,spinach_fet,M,16
839,367.0,spinach_fet_m,1,2015-01-06,20:05:12,spinach_fet,M,16
842,369.0,spinach_fet_m,1,2015-01-06,20:30:06,spinach_fet,M,16
2792,1234.0,spinach_fet_m,1,2015-01-21,17:36:59,spinach_fet,M,16
2857,1264.0,spinach_fet_m,1,2015-01-22,12:58:30,spinach_fet,M,16
2901,1278.0,spinach_fet_m,1,2015-01-22,14:07:34,spinach_fet,M,16
5911,2619.0,spinach_fet_m,1,2015-02-13,14:53:46,spinach_fet,M,16
7943,3490.0,spinach_fet_m,1,2015-02-28,15:26:21,spinach_fet,M,16
8028,3522.0,spinach_fet_m,1,2015-02-28,21:03:34,spinach_fet,M,16
8065,3538.0,spinach_fet_m,1,2015-03-01,13:25:47,spinach_fet,M,16
8070,3539.0,spinach_fet_m,1,2015-03-01,14:08:51,spinach_fet,M,16
10006,4380.0,spinach_fet_m,1,2015-03-15,16:14:57,spinach_fet,M,16
10045,4395.0,spinach_fet_m,1,2015-03-15,19:02:12,spinach_fet,M,16
10108,4423.0,spinach_fet_m,1,2015-03-16,13:25:45,spinach_fet,M,16
2350,1043.0,spinach_fet_m,1,2015-01-18,14:07:36,spinach_fet,M,16
2441,1087.0,spinach_fet_m,1,2015-01-19,11:57:38,spinach_fet,M,16
4186,1855.0,spinach_fet_m,1,2015-02-01,12:28:09,spinach_fet,M,16
4850,2145.0,spinach_fet_m,1,2015-02-05,17:57:12,spinach_fet,M,16
4982,2202.0,spinach_fet_m,1,2015-02-06,15:31:14,spinach_fet,M,16
6926,3055.0,spinach_fet_m,1,2015-02-20,18:42:15,spinach_fet,M,16
6937,3061.0,spinach_fet_m,1,2015-02-20,19:42:12,spinach_fet,M,16
8969,3929.0,spinach_fet_m,1,2015-03-07,21:13:37,spinach_fet,M,16
9039,3964.0,spinach_fet_m,1,2015-03-08,16:16:42,spinach_fet,M,16
2085,927.0,spinach_fet_m,1,2015-01-16,13:59:21,spinach_fet,M,16
6719,2961.0,spinach_fet_m,1,2015-02-19,13:13:54,spinach_fet,M,16
6782,2996.0,spinach_fet_m,1,2015-02-19,19:05:53,spinach_fet,M,16
8770,3846.0,spinach_fet_m,1,2015-03-06,16:14:40,spinach_fet,M,16
8874,3887.0,spinach_fet_m,1,2015-03-07,12:24:10,spinach_fet,M,16
10848,4748.0,spinach_fet_m,1,2015-03-21,14:40:36,spinach_fet,M,16
361,150.0,pepperoni_m,1,2015-01-03,14:49:58,pepperoni,M,"12,5"
393,164.0,pepperoni_m,1,2015-01-03,16:56:33,pepperoni,M,"12,5"
398,167.0,pepperoni_m,1,2015-01-03,17:00:49,pepperoni,M,"12,5"
491,208.0,pepperoni_m,1,2015-01-04,12:12:05,pepperoni,M,"12,5"
2554,1131.0,pepperoni_m,1,2015-01-19,19:06:42,pepperoni,M,"12,5"
2578,1140.0,pepperoni_m,1,2015-01-20,11:31:16,pepperoni,M,"12,5"
4584,2031.0,pepperoni_m,1,2015-02-03,16:51:05,pepperoni,M,"12,5"
4592,2034.0,pepperoni_m,1,2015-02-03,17:15:18,pepperoni,M,"12,5"
4611,2047.0,pepperoni_m,1,2015-02-03,18:47:08,pepperoni,M,"12,5"
4664,2069.0,pepperoni_m,1,2015-02-04,12:58:32,pepperoni,M,"12,5"
5539,2451.0,pepperoni_m,1,2015-02-10,17:58:53,pepperoni,M,"12,5"
5554,2456.0,pepperoni_m,1,2015-02-10,19:19:00,pepperoni,M,"12,5"
5576,2470.0,pepperoni_m,1,2015-02-11,11:46:05,pepperoni,M,"12,5"
5609,2485.0,pepperoni_m,1,2015-02-11,13:22:08,pepperoni,M,"12,5"
5666,2511.0,pepperoni_m,1,2015-02-11,18:00:12,pepperoni,M,"12,5"
7750,3412.0,pepperoni_m,1,2015-02-27,12:40:41,pepperoni,M,"12,5"
7794,3427.0,pepperoni_m,1,2015-02-27,15:54:13,pepperoni,M,"12,5"
7829,3443.0,pepperoni_m,1,2015-02-27,17:50:49,pepperoni,M,"12,5"
7848,3449.0,pepperoni_m,2,2015-02-27,18:43:12,pepperoni,M,"12,5"
7865,3455.0,pepperoni_m,1,2015-02-27,19:06:41,pepperoni,M,"12,5"
9794,4290.0,pepperoni_m,1,2015-03-13,20:51:32,pepperoni,M,"12,5"
9799,4292.0,pepperoni_m,1,2015-03-13,21:02:53,pepperoni,M,"12,5"
9893,4331.0,pepperoni_m,1,2015-03-14,17:51:53,pepperoni,M,"12,5"
9917,4344.0,pepperoni_m,1,2015-03-14,20:15:55,pepperoni,M,"12,5"
9950,4358.0,pepperoni_m,1,2015-03-15,12:08:34,pepperoni,M,"12,5"
770,334.0,pepperoni_m,1,2015-01-06,14:24:18,pepperoni,M,"12,5"
803,350.0,pepperoni_m,2,2015-01-06,17:37:05,pepperoni,M,"12,5"
836,365.0,pepperoni_m,1,2015-01-06,19:37:26,pepperoni,M,"12,5"
845,371.0,pepperoni_m,1,2015-01-06,21:15:20,pepperoni,M,"12,5"
2832,1250.0,pepperoni_m,1,2015-01-21,21:09:08,pepperoni,M,"12,5"
2919,1286.0,pepperoni_m,1,2015-01-22,16:29:13,pepperoni,M,"12,5"
2929,1291.0,pepperoni_m,1,2015-01-22,17:20:13,pepperoni,M,"12,5"
5876,2604.0,pepperoni_m,1,2015-02-13,12:33:36,pepperoni,M,"12,5"
5940,2631.0,pepperoni_m,1,2015-02-13,17:19:26,pepperoni,M,"12,5"
5945,2633.0,pepperoni_m,1,2015-02-13,17:37:46,pepperoni,M,"12,5"
5949,2634.0,pepperoni_m,1,2015-02-13,18:01:27,pepperoni,M,"12,5"
7983,3505.0,pepperoni_m,1,2015-02-28,18:35:20,pepperoni,M,"12,5"
8001,3511.0,pepperoni_m,1,2015-02-28,19:23:54,pepperoni,M,"12,5"
8049,3531.0,pepperoni_m,1,2015-03-01,11:34:00,pepperoni,M,"12,5"
8072,3540.0,pepperoni_m,1,2015-03-01,14:20:57,pepperoni,M,"12,5"
9988,4372.0,pepperoni_m,1,2015-03-15,15:45:56,pepperoni,M,"12,5"
10004,4379.0,pepperoni_m,1,2015-03-15,16:12:56,pepperoni,M,"12,5"
219,92.0,pepperoni_m,1,2015-01-02,15:17:02,pepperoni,M,"12,5"
